Word,Frequency
evolve,4
depth,4
addictive,6
replayability,4
styles,1
polished,1
fine-tuned,1
print-and-play,1
Cataclysm,1
Tomi,1
Rantala,1
watery,1
depths,3
Rising,1
cultists,3
investigators,1
cultist,5
unleashing,1
terror,7
highly-strategic,1
pits,9
accumulate,5
Hubris,1
yacht,2
impression,1
miserable,1
out-of-fashion,1
have-nots,1
realm,8
snobs,1
convincing,4
unmask,1
frauds,1
bluffs,1
undetected,1
Description,14
Airlines,6
emerging,2
airlines,2
airline,9
Found,2
Airports,4
Purchase,1
planes,16
Improve,1
existing,9
Construct,1
supporting,3
ever-changing,3
Passengers,1
17,9
Lost,4
tribe,6
neutralizing,1
reminiscent,5
Settlers,2
Catan,3
recruiting,5
beating,4
encounters,12
neutralize,1
heal,6
member,8
Locke,2
looks,9
mix,12
Betrayal,1
House,13
mixed,6
displayed,3
ask,15
yes,5
clockwise,15
Whether,3
playing-figure,2
gate,2
quest-ons,1
asked,16
forbidden,5
stead,1
thinks,2
took,3
Thermopyles,2
Touko,1
Tahkokallio,1
Cardboard,1
2013,3
Paros,1
Greece,1
card-driven,2
guide,7
courageous,1
gravely,1
outnumbered,1
superior,5
invading,1
Persians,2
Spartans,1
withstand,1
soldiers,5
Greeks,1
Choosing,2
knowing,2
consolidate,1
surpass,1
withdraws,1
Moon,4
spirits,2
Deer,3
Owl,1
Serpent,1
celestial,1
heavens,1
peers,2
mirroring,1
domain,9
achieves,1
invited,4
Classic,3
haunted,7
seventies,5
child,7
c,2
drop,12
whammy,2
ball,31
chimney,1
quadrants,1
witch,5
broom,1
door,14
sent,17
safe,16
Witch,7
unfolded,1
narrow,4
folding,1
Finnish,6
Kummituslinna,2
staircase,6
MB,2
Brivido,1
phosphorescent,1
skull,9
scared,3
guy,4
glow,3
glowing,2
Hungarian,3
Szellemkastly,1
glows,1
Ghost,7
Castle,29
glow-in-the-dark,2
huge,8
Aye,1
Overlord,1
refuse,2
shady,1
eleven,3
leather,1
bags,2
excuses,1
concrete,3
shoes,3
sleep,3
fishes,1
bay,2
Si,1
Oscuro,1
Padrino,1
'20,1
wife,3
accountant,1
henchman,1
sentenced,1
Steve,3
Jackson,1
aimed,6
core,6
putting,8
dinos,4
hunting,5
periods,2
dino,4
ending,7
prematurely,1
variable,3
period,7
exhausted,3
escaped,1
beauty,2
info,1
reference,3
shame,2
phonetic,1
spelling,5
Without,4
olds,1
Halma,4
meaning,5
1883,1
1884,3
surgeon,1
Harvard,1
Medical,1
School,4
George,1
Monks,2
Hoppity,1
inspiration,2
checkered,1
distinction,1
pink,3
introduction,4
256,1
persons,4
thirteen,2
yard,3
inclosed,1
sic,1
dotted,3
yards,3
Triominos,2
Dominoes,4
Triominoes,1
matched,6
Pressman,1
Quad-Ominos,1
Goliath,1
stones,8
Wikipedia,3
Wiki-Trivia,1
Wiki-Ranks,1
Disambiguation,2
informative,1
collaborative,2
catapult,2
monkeys,6
tree,20
bunch,4
bananas,8
catapults,2
labels,1
sports,4
medals,1
medal,2
graduate,2
Apprentice,1
Accomplished,1
Wizard,13
mastering,1
Wizardological,1
Tasks,1
Master,15
Merlin,5
bound,2
Vivienne,1
broomstick,2
carpet,1
boots,1
charms,3
pursuit,3
adorn,1
apprentice,4
tools,4
corresponding,15
Hats,1
Wands,1
Pets,2
Familiars,1
magical,18
beast,5
locater,1
medallions,1
Wizardology,1
Specialized,1
blanks,1
split,10
pins,1
accurately,2
reflects,2
calendar,3
designated,4
leap,5
link,6
Day,10
Tritus,2
appointed,3
governors,2
provinces,1
onslaught,4
outmaneuver,1
persuade,2
kings,3
advisors,1
assist,6
governor,1
admitted,1
Council,4
defenses,3
Kingsburg,6
Press,6
smart,2
feeling,2
Nel,1
regno,2
di,6
ha,1
inviato,1
suoi,1
governatori,1
pi,1
promettenti,1
voi,1
nelle,1
province,2
confine,1
recentemente,1
annesse,1
al,2
queste,1
tutto,1
ancora,1
da,4
costruire,1
potrete,1
riuscirci,1
con,3
laiuto,1
dei,1
consiglieri,1
reali,1
Erigete,1
palazzi,1
fortificate,1
le,1
difese,1
addestrate,1
il,2
vostro,1
esercito,1
attenti,1
bellicosi,1
nemici,1
si,1
ammassano,1
ai,2
confini,1
pronti,1
ad,4
invadere,1
vostra,1
provincia,1
Questo,1
ambientato,1
nel,1
mondo,1
combina,1
meccaniche,1
piazzamento,1
dadi,1
e,3
Il,2
risultato,1
un,2
divertente,1
che,1
vi,1
regaler,1
stessa,1
atmosfera,1
gioco,1
circa,1
minuti,1
breeds,2
twisting,4
staring,2
waiting,7
flustered,1
mind,12
twirls,1
Spit,3
Milton,11
over-sized,2
flimsy,1
Visitor,2
Center,3
miniatures,11
T-Rex,2
Velociraptors,1
Dilophosaurus,1
maintenance,2
sheds,1
refresh,1
road,13
unlike,4
Although,8
Fruit,9
Combo,3
Party,15
mixing,1
drafting,2
push,14
reward,9
combo,5
bigger,11
Kickstarter,5
initiated,1
met,5
expected,3
terminated,1
announced,1
Age,4
master,13
Swedish,6
9,28
Feb-36,1
Million,3
Dollars,1
MDB,1
morals,1
imagination,3
posing,1
dollars,6
combining,4
showcase,1
hunk,1
pants,2
debates,2
online,3
sales,5
in-person,1
rabbit,11
pellet,2
uncomfortable,1
Professor,7
Tournesol,4
Kidnapped,1
Paris,2
Weve,1
kidnapped,3
laboratory,5
verge,1
invention,9
doubt,2
headlines,2
Monday,1
Tintin,2
Haddock,1
sea-wolf,1
knew,4
week,4
rumours,2
abounded,1
Professors,1
accompanied,2
Milou,1
Tintins,1
detectives,3
Dupond,1
Dupont,1
summoned,1
traces,2
Speculation,1
kidnappers,2
wrest,3
Immediately,1
launched,5
reaching,6
conclusion,2
proof-cards,2
backed,1
objects,13
sunglasses,1
mustache,2
crowbar,1
kidnapper,2
fleeing,3
Tournesols,1
therefore,6
prize,4
Qubec,1
Utter,3
Nonsense,5
stereotypical,1
accents,3
sayings,2
plain,3
Picture,2
grandma,2
bragging,2
sexting,1
redneck,1
evaluating,1
finer,2
isosceles,1
Accent,5
460,2
Phrase,6
thats,5
accent,3
serves,2
Judge,2
encourage,2
successive,2
mild,1
mannered,1
improv,1
masters,5
one-month,1
31,2
bills,6
expenses,2
deals,6
month,4
salary,2
outstanding,1
loan,3
debt,3
kuuduk,2
k-u-u-d-u-k,1
lettered,1
connecting,2
progresses,7
frenzy,2
builds,2
switch,11
swipe,1
definitely,7
matches,17
parameters,1
country,36
ment,1
frightens,1
whatever,11
agreed,6
Nya,1
Finans,1
real-estate,1
invest,5
visits,3
bonds,5
shares,5
factories,2
wealthier,1
beforehand,1
rich,3
affects,4
ado,1
penguin,1
colony,9
iceberg,3
shakes,4
commotion,1
penguins,4
icy,2
Steady,1
slippery,1
joining,2
flipping,9
slapping,3
moustaches,2
holds,15
suction-cupped,1
moustache,3
noses,3
pays,11
slapped,1
revolves,2
sole,2
target,29
convey,2
prop,2
elicit,1
built,13
OBJECT,2
photographer,1
earning,7
EARN,1
POINTS,1
Traveling,2
assigned,12
destinations,3
portfolio,5
photo,7
Getting,3
Demonstrating,1
geography,2
lucky,11
breaks,6
depicting,8
NatGeo,1
Taking,2
cue,1
Cheapass,1
Placebo,1
releases,2
kits,2
supply,19
research,2
facility,3
monkey,10
caged,1
tranquilizer,1
darts,5
permissible,1
researchers,1
fail,7
Monkeys,1
Popular,1
Culture,2
entertainment,4
gossip,1
trends,1
sporting,1
fasion,1
mainstread,1
media,2
outside,13
US,1
Pop,5
continents,5
devilishly,1
domination,8
tweak,2
benefit,2
beware,14
giant,4
robots,4
guarding,2
Sounds,3
Radioactive,1
Randomizer,1
Dreaded,1
Duplicator,1
Sinister,1
Shuffler,1
Vegas,2
casino,2
fourteen,1
cut-out,1
'Mary,2
Chip,3
'gold,1
dueling,4
markers/counter/cards,1
thereby,2
receiving,9
Endgame,1
controlled,5
Maginor,4
reworking,2
thorough,1
workout,1
monsters,27
fooled,2
similar-looking,1
impostors,1
dearly,1
incomplete,2
mismatched,1
alongside,4
highest-value,1
stopped,1
ten-second,1
countdown,2
Strike,3
easy-to-use,1
Conflict,5
simulations,2
Designed,8
conventions,2
consisted,1
folder,4
turn-by-turn,1
sample,3
meeting,3
West,4
2007,2
Games,32
BATTLESSON,1
TM,1
expansion,9
Nicholas,1
Palmer,1
Guide,2
Wargaming,1
1977,2
Hippocrene,1
Books,1
Inc.,6
York,3
N.Y,1
One+,1
caller,2
Lo,1
Giuoco,1
del,2
Lotto,3
D'Italia,1
1530,1
E.,1
S.,1
Lowe,1
Bingo,2
familiar,9
5x5,2
matrix,4
B-I-N-G-O,1
Taste,3
culinary,1
evoke,1
tastes,1
characteristic,4
region,13
meals,1
ingredients,9
preparation,2
taste,2
foodie,1
carrying,5
Beginning,3
dish,4
inactive,1
calculate,1
sums,1
prepared,4
dishes,2
Additionally,5
meal,6
repaire,1
liche,1
Lair,2
Lich,1
traps,14
Slam,1
gon,1
na,2
Impress,1
vast,4
vocabulary,3
extensive,6
language,6
four-letter,1
Watch,2
Mermaids,2
mermaids,4
Mermaid,2
Island,9
mermaid,6
cuts,2
wands,2
Looks,2
deceptively,1
Jump,1
join,19
feeding,4
theyre,5
munching,2
brunch,1
crunching,1
lunch,7
ravenous,1
hippos,1
yummy,4
treat,3
rumbly,1
tummies,1
Hungry,2
Sweetie,1
Bottomless,1
Berry,1
Look,4
snacks,9
Rumbly,1
Lagoon,1
chompy,1
chewers,1
popularized,2
Alfred,1
Hitchcock,1
MacGuffin,4
Holy,9
Grail,3
Maltese,1
Falcon,2
Pulp,1
humorous,7
involving,4
difficult,11
23,1
Figuring,1
Assassin,1
Garbage,1
Collector,2
trash,1
Thief,4
shrewd,2
Shrug,1
Airline,3
Operations,3
Deregulation,1
operations,2
Chief,11
Marketing,2
Officers,1
One-Year,1
Quick,4
45,7
Three-Year,1
currency,3
seats,5
distances,2
Major,2
Regional,2
Aircrafts,1
Hubs,1
Gates,1
varied,3
Opportunity/Events,1
Ops/Events,1
denote,1
weather,3
reducing,2
Fuel,1
Price,2
Adjustments,1
Seats,1
Aircraft,5
Incident,1
crashes,2
Fantasy,8
Medieval,1
vying,4
sponsorships,1
completion,2
messy,2
heroic,5
deeds,7
Single,2
minimalist,2
frowning,1
mood,2
thumbs,1
Space,12
empire,6
gathered,6
diplomatic,4
fleets,6
charted,1
Diplomacy,2
results,23
allies,16
gaining,5
deploying,1
format,7
Introducing,1
Evil,11
Polish,4
Brother,1
LLC,1
Unknown,2
conquest,4
dominate,3
galaxy,11
diplomacy,3
Justify,1
fog-of-war,1
please,7
avid,1
hook,4
moveable,1
flexible,2
configuration,3
miniature,1
boards,22
stamped,1
record,5
Core,3
planned,7
expansions,5
accommodate,1
modules,2
Boom-O,1
makers,2
bomb,15
decrease,2
commands,3
Skip,4
Reverse,4
Trade,6
Hands,5
keeping,13
valid,2
clears,2
Survivor,1
Re-implements,9
Back,8
heard,2
feather,1
wires,1
zapped,2
arrange,2
size,12
Wire,1
expect,3
transports,2
civil,2
sneak,2
Darth,4
Vader,4
vehicle,6
revealing,6
sees,2
identifies,2
Roulette,6
today,7
origins,1
gambling,3
1655,1
scientist,3
Blaise,1
Pascal,1
perpetual,2
motion,2
Others,1
derives,2
36,9
statues,1
appeared,6
1765,1
1842,1
Frenchmen,2
Francois,2
Louis,1
Blanc,2
roulette,4
Another,11
mystic,1
legend,2
tells,7
founded,2
casinos,2
Monte,3
Carlo,1
sold,11
soul,5
devil,5
added,22
666,1
Wheel,12
immigrants,1
brought,6
0,4
west,3
Rush,4
Modern,3
perfectly,2
balanced,6
slot,4
lower,10
35,3
multitude,2
wagers,2
Number,11
35:01:00,1
Numbers,5
17:01,1
11:01,1
8:01,1
6:01,1
Six,10
5:01,1
Column,2
Dozen,1
2:01,1
High/Low,1
Black/Red,1
Odd/Even,1
1:01,1
calculating,1
edge,12
Ironically,1
constant,3
5.26,1
2.7,1
bets,2
croupier,1
ivory,1
inner,9
bounces,1
rests,5
long-running,1
science,4
fiction,3
present,20
announces,3
essence,3
overwhelm,5
stats,5
Substance,1
Support,3
dice-rolling,3
Railways,2
southern,1
Mexico,1
plains,3
waterways,1
linking,1
cubes,12
routes,4
connect,10
CLASH,1
Jihad,1
McWorld,1
logic,4
Person/Event,1
facing,3
RRR,1
Questions,5
Old,5
Testament,1
scripturally,1
James,3
"1,400",1
"4,000",2
Object,11
rainbow,5
trips,1
12-Feb,2
Actually,2
pairs,15
fine,7
confused,10
Trivia,3
Cadaco,1
westerly,1
buffets,1
vessel,1
Vladimir,1
Windjammer,1
cannon,2
vessels,2
cannons,2
bellows,1
NOTE,2
copy,4
Pirate/Der,1
Schwarze,1
Pirat,1
wisdom,3
Challenges,2
alphabetical,3
territory,4
unscrambled,1
and/or,6
interfere,2
motorized,5
elephant,6
blows,2
nylon,1
butterflies,3
nets,2
gathers,2
blowing,3
butterfly,4
net,7
golden,11
instant,5
simply,19
Musical,1
Freddy,1
Fish,7
"4,800",1
general,14
Answer,9
pie,13
partners,4
parts-,1
elbows,2
legs,3
Partners,2
causing,10
locals,2
pounds,5
brighter,1
insert,2
unpurchased,2
Cephalopod,1
complicated,4
capturing,4
mechanic,11
flux,2
Mark,1
Steere,1
ties,6
Guster,6
Gas,4
Cloud,2
shown-but,1
blasts,1
silent,2
deadly,9
farts,1
tooting,1
sends,3
farting,1
power-up,1
Ice,7
freezes,1
Fire,5
entitles,1
bumped,7
Home,12
StrataGem,1
gems,12
gem,3
numeric,1
overlap,1
horizontally,12
vertically,13
diagonally,10
jewels,2
snatched,2
sabotage,5
Gem,8
surely,2
alert,1
Put,8
thinking,10
Stratagem,2
1998,1
2014,2
Wobble,1
Content,1
wobble,1
balancing,7
toss,3
bond,2
Landing,2
Carthaginians,1
Romans,10
Hellenes,1
Egyptians,2
Pergamemnon,2
assembles,1
peoples,1
showdown,6
conjure,1
mythical,4
direct,5
clashes,2
antiquity,1
Sicilianos,1
Sicily,1
Already,1
Mafiosos,1
launder,1
ill-gotten,1
'legitimate,1
businesses,2
laundries,1
restaurants,1
antique,2
shops,6
canny,1
dirty,7
money-making,1
enterprises,2
Familia,1
Unfortunately,6
clans,3
legitimate,1
hefty,1
'clean,1
mafioso,1
prince,1
'box,1
levers,10
labelled,1
12-Jan,1
'up,1
knocks,3
covering,5
knocking,2
"7,8",1
uncovered,2
246,1
raised,1
pub,2
pool,13
instantly,4
stake,4
forty-five,1
'bust,1
'shuts,1
automatically,3
NBC,1
Daytime,1
Rollers,2
airing,1
1974,1
1975,2
1980,5
Syndication,1
1976,4
1987,8
1988,2
becoming,6
wealthiest,1
renting,2
selling,5
Rebel,5
Alliance,1
Luke,2
Leia,2
Han,2
Solo,4
Chewbacca,2
R2-D2,3
Galactic,1
Boba,2
Fett,2
Stormtrooper,1
components,13
brass,1
imperial,1
pewter,4
Instead,12
x-wing,1
TIE,1
Corellian,1
Freighters,1
Destroyers,1
individually,3
dated,2
via,13
sticker,1
Helvetia,1
Empires,2
claimed,7
taxes,5
allegiance,3
Primitiva,2
wake,2
independence,1
regions,3
Luserna,1
Zugriga,1
Berena,1
Friburga,2
unification,1
centuries,1
alternating,5
peace,4
troubled,1
bloody,2
Unita,2
iota,1
Nuns,1
Engineers,1
GermanLand,1
Frogs,1
Hexagone,1
forge,3
warpath,1
rush,3
Gate,1
afflictions,1
compound,1
hardy,1
disappears,2
Billed,1
pre-schooler,1
Boggle,2
3-letter,1
spellers,1
4-letter,1
flap,1
Duck,1
Lion,2
Beautiful,2
bits,2
tomb,3
Back-stabbing,1
stealing,7
hard-earned,1
artifacts,10
Wadjet,1
handouts,2
class,2
expedition,3
tombs,2
awakening,3
guardian,1
superstitious,1
process,9
investigating,2
eliminates,3
gotten,1
safely,7
base,26
camp,12
Superpower,1
Third,3
voting,4
'owned,1
Moving,4
fortification,1
influenced,2
response,3
coup,1
d'etat,1
non-fortified,2
invasion,6
centers,2
valued,14
installing,1
fortifications,2
installed,1
warmongers,1
opinion,4
constantly,5
lowered,1
hostile,2
propaganda,1
efforts,5
militarily,1
anybody,2
care,8
Fits,1
Small,2
defines,2
holder,6
besides,2
stressed,1
Free,3
Peoples,1
Mount,4
Doom,9
destroying,5
Ring,14
Sauron,5
Journey,4
Pile,3
i.e.,3
Forces,4
bravery,1
dedication,1
Gandalf,4
constitute,1
Tolkien,2
trilogy,4
Afrikan,3
thti,3
19-year-old,1
Kari,2
Mannerla,2
1951,2
copies,4
Finland,2
Cairo,3
Tangier,3
legendary,4
lesser,4
gemstones,1
robber,5
slowing,2
deliver,2
horseshoe,2
Winner,4
amendment,1
prevents,7
stuck,4
effectively,2
2005,4
official,3
Retkikunnat,1
expanded,2
63,4
Inkan,1
Aarre,1
Ravensburger,11
Wildlife,2
similarities,2
large-box,1
seeking,7
habitats,2
rare,2
ecology,1
fosters,1
conservation,1
stops,3
Harbor,1
Serata,1
Interestingly,1
fifth,10
banker,4
participate,4
asymmetrical,1
favour,1
strategies,9
varying,4
wiki,1
details,5
Infiltrate,1
Necreauxs,1
Minions,3
Scientists,7
Isle,1
Doctor,7
Necreaux,2
diabolical,1
wondering,1
hostage,3
shaped,8
Tetris,7
pentominoes,1
Manufacturer,2
angle,1
electronic,9
gaps,2
crashing,2
chicks,5
flown,1
coop,5
travels,3
travelled,1
chick,3
fox,6
aloud,6
mother,5
hen,1
childrens,2
chocolate-covered,1
candies,4
critter,4
right-side,1
cherry,3
peanut,2
Critter,1
pops,4
Pop-O-Matic,3
chocolates,2
returning,6
Haunting,3
entered,4
6x6,2
plan,20
entrance,7
symbolizing,1
executed,3
throwing,5
inserted,1
Apart,2
normal,7
instance,5
bordered,1
define,1
RoboRally,1
blurb,1
wildly,3
paced,8
boardgame,4
Half,2
38,3
custom-sculpted,1
USAopoly.com,2
Youre,2
unforgettable,3
teamed,3
Nintendo,7
Collectors,3
controllers,2
Mario,3
Luigi,2
Link,2
Zelda,2
Kirby,2
Marios,1
Cap,1
Links,1
Iron,5
Donkey,3
Kongs,1
Barrel,1
Hylian,1
Shield,2
Koopa,1
Shell,1
NES,1
Controller,1
shorter,2
game-playing,1
everyones,3
red-capped,1
plumber,1
barrel-tossing,2
Kong,2
bounty,2
hunter,8
Samus,1
Aran,1
grabs,4
fun-filled,4
Soccer,1
96,2
offensive,5
defensive,6
oriented,1
differently,6
depict,4
possession,6
offense,2
defending,7
totaled,4
Updated,3
Electronic,3
speech,2
chip,15
coordinate,2
interface,1
computer,10
salvo,1
Summer,1
cannonball,1
contest,12
swimmers,1
wacky,8
easily,5
tossing,3
splashes,1
Pool,2
propelling,2
unsteady,1
divers,1
OVERVIEW,3
Gnumies,2
Gnum,1
Parties,1
Borsis,1
Dancemites,1
Boggelors,1
Divalettis,1
Wullawakis,4
Gnummies,1
Gnumie,9
multiplies,1
Wullawaki,4
WINNER,1
PLAY,5
top-most,1
bids,3
Luckynits,1
Step,6
CARD,3
COPICASTOR,1
Copicastor,2
insures,1
Since,8
attaining,2
three-of-a-kind,2
4-of-a-kind,1
check,7
paragraph,1
attained,1
5-point,2
Asterix,3
Kartenspiel,1
Win,4
21,11
bust,2
SORRY,5
Portable,1
speedy,1
Mid-East,1
Peace,1
cooker,1
certainly,6
out-maneuver,2
out-bluff,1
oil/money,1
ensure,6
state,9
deployment,1
continual,1
angst,1
resource,3
spending,5
spent,4
'defense,1
Cheater,2
Rummy,2
C,7
H,3
E,1
R,4
CHEATER,1
expose,4
lieu,2
Limited,2
Eight,1
Collectible,2
Pinnochio,1
Moments,2
magically,1
Rabbit,3
Cottages,1
Sleeping,2
Beauty,2
Castles,2
Gameboard,3
pie-shaped,1
correspond,6
spokes,2
assuming,2
12-May,1
resembles,1
crossword,2
spelled,2
reverse,5
entirely,4
Letters,1
Originated,1
1958,1
Production,1
1964,1
Selchow,2
Righter,2
1968,1
Fourth,1
Various,2
localized,1
Spear,1
1989-1995,1
Rainbow,2
attributed,1
David,4
Parlett,2
outward,1
solar,1
fictional,6
Quizzar,1
Normal,1
Limite,1
limite,1
implementation,2
Humanity,4
proposed,2
recommended,6
understand,1
Night,5
fallen,4
graveyard,4
skeletons,1
Lego,2
graves,1
sections,5
light,24
darker,1
grave,1
spider,1
skeleton,7
yells,2
Tenzi,4
Several,4
interactivity,2
Tower,5
Splitzi,1
Team,3
Target,1
Stealzi,1
neither,4
Front,2
Tiles,3
respecting,1
Scissor,3
aligning,2
underestimate,1
attention,5
Remember,6
fronts,1
Linx,1
geographic,1
maps,8
quesiton,1
replacements,1
Summoners,3
Immerse,1
mythological,3
deplete,1
enemys,2
Creatures,8
gift,2
summoner,2
worshipers,3
occult,1
auras,1
curses,2
Spells,5
summoning,1
casting,2
fireballs,2
Auras,1
strengthen,1
summoners,1
Deplete,1
hp,1
"1,800",5
All-Family,1
pies,9
spiffy,1
memories,2
flooding,1
view,4
viewer,1
colourful,1
pixie,1
empty,18
Eleven,1
Starts,1
SPANC,2
Amazon,2
Catgirl,1
Enjoy,2
larceny,1
embark,3
Caper,1
throws,3
Friendly,1
Puppies,1
Fiendish,1
Trap,4
Toys,1
Poolboy,1
Fame,1
tail,2
catgirls,2
Lovingly,1
Phil,2
Foglio,2
ninja,11
amazons,1
108,2
oversized,1
rulesheet,1
Page,3
//www.sjgames.com/spanc/,1
unspeakable,1
horror,5
worshiped,1
wakes,1
devour,2
Greater,1
Arcane,3
problem,6
sectarian,1
Grimoire,2
Wake,1
Knowledge,2
Scion,1
Netherworld,1
awakes,1
Ingredients,3
extracting,1
curse,5
Curses,1
Horror,1
devoured,1
Aloha,2
Holiday,1
tourism,1
grew,1
explosively,1
1960,3
searched,1
paradise,1
beaches,9
asks,7
holiday,1
push-your-luck,2
reps,1
loungers,7
rep,1
walk,11
dropping,2
lounger,2
upright,2
pot,14
Whenever,9
crucial,2
longest,8
10pt,1
9pt,1
tie-breaks,2
pt,1
extend,3
unlucky,3
un-walkable,1
reduce,6
lush,1
bluewater,1
inlets,1
till,4
Knowing,4
wasted,1
Image,2
3M,4
Bookshelf,4
born,4
Albert,1
Schweitzer,2
Scheitzer,1
19th,3
Centuries,2
Activity,1
Medicine,1
Religion,1
Exploration,1
Status,1
Living/Dead,1
Fictional/nonFictional,1
closes,4
penalized,3
112,4
Hearing,1
'Whisper,1
noise-cancelling,1
headphones,4
whispering,1
lips,2
Phrases,1
Pigeons,1
cuddle,2
champ,1
equivalent,1
cocktail,1
external,2
guessed,7
Neither,1
beep,1
notifying,1
blink,2
lights,9
notify,1
i.e,7
approximately,5
alternates,2
Ramses,5
Pyramid,4
titles,4
Reiner,4
Knizia,5
involvement,2
Return,5
um,1
differently-colored,1
crystals,5
temples,2
display,3
crystal,8
lacks,1
picks,15
outer,5
leaves,4
returns,7
Collecting,1
helps,7
consistently,1
Bask,1
Andy,1
Griffith,1
X-Files,1
clips,3
sitcoms,2
reality,6
craze,1
premier,1
black-and-white,1
todays,1
Destined,1
manufacturer,7
topple,1
quick-play,1
super,5
platforms,6
save,7
eggs,6
gone,10
Pig,3
shooting,4
ToeShamBo,1
Roshambo,1
rock-paper-scissor,1
Xs,1
Os,1
Rocks,2
Papers,1
beats,2
Rock-Paper-Scissor,1
mashup,1
gamer,3
loads,4
Aim,3
Release,4
Fans,1
Cartoon,1
Networks,1
Scooby-Doo,1
booby,1
ghost,11
creaky,1
moose,1
Dragonriders,1
Pern,5
Leaders,1
Weyrs,1
recognized,1
vies,1
Holders,1
Thread,2
Threaded,1
Bimbado,1
Packesel,1
Straw,1
donkey,2
camel,2
Prepare,7
outrageously,1
Dick,6
Sits,2
Sit,7
Sh,4
butt,2
Sitting,1
glorious,2
Glory,4
Hole,5
anticipation,1
Drawer,4
Finished,1
Reveal,2
Calculate,1
Stretch,4
Value,4
arrived,3
Lift,1
account,3
modifiers,3
caused,2
stretching,4
measure,2
Success,1
Dickficulty,2
rejoice,1
greatness,1
Gain,3
bask,1
glory,5
dick,4
deemed,2
unsuccessful,1
Lose,2
setback,1
taunt,1
dares,3
sit,7
reminder,1
stretches,1
triumph,2
Anal,2
Tear,2
Alert,2
Perils,1
Rolling,3
unfortunate,4
pain,4
discomfort,1
risks,4
ing,2
Strategies,2
Clean,2
Breaks,1
clean,4
Discard,4
Dicks,1
clearing,4
Recharge,1
wrap,1
replenish,3
strategize,4
Something,1
evolved,1
fantastic,1
Next,3
restrict,3
physically,2
notable,2
mechanism,7
mini,2
switch-a-roos,1
Duels,2
contests,5
brags,1
Switch-a-roos,1
swap,7
Rather,3
retail,2
powerhouse,1
nameless,1
_Brainstorm_,1
vaguely,1
free-association,1
Scattergories,1
_Survey,1
Says,1
Family,12
Feud,1
_Sound,1
Bite_,1
persuasiveness,1
no-one,2
proceedings,3
seriously,4
_Skid,1
Row_,1
beg,1
donate,1
_Party,1
Change_,1
identities,3
seat,4
beverage,1
Hear,1
latest,2
corrects,1
problems,3
involves,9
fill-in-the-blank,1
Nuclear,1
BLANK,1
ranting,2
topic,1
ballot,2
Later,4
sudden,7
challenger,1
votes,6
speaking,1
780,1
Peninsula,1
foundation,4
Rome,2
flourished,1
harsh,4
ruled,1
rising,4
Palatinus,2
tile-laying,3
settled,5
Hills,1
farmers,4
Inhabitants,1
interact,5
hills,2
revolting,1
benefits,6
usefulness,1
inhabitant,1
elegant,2
tradition,2
so-called,1
residents,2
Huia,1
Street,3
closets,1
unwanted,1
household,4
garage,1
section,8
troublemakers,1
lurking,2
unneighborly,1
collapses,4
Susie,1
blowtorch,1
Geez,1
junk,6
Flaming,3
Pyramids,2
material,1
Except,1
constrained,1
regulations,1
fires,2
extra-heavy,1
emerge,2
causes,6
collapse,2
explosion,3
damaged,3
casual,7
starter,5
filler,1
no-holds-barred,1
multi-round,1
straw,1
wood,6
rocks,2
Arena,2
platform,5
https,3
//boardgamearena.com/gamepanel,2
game=flamingpyramids,1
Blatz,1
robust,1
exceptionally,2
beautiful,10
Kula,2
shells,3
Serious,1
bored,3
lovely,3
cowrie,1
puka,1
barracks,1
come-out,1
wagering,1
varies,4
casino-style,1
explorer/archaeologists,1
Aztec,1
Inside,5
hides,2
crumble,1
topmost,2
spice,4
Crazy,4
Eights,3
maneuverable,2
delivery,1
serve,5
customers,4
Sushi,1
youd,3
ignore,5
barbecue,2
grill,1
Grill,1
twenty,2
e.g.,7
Steaks,2
Corn,1
Wurst,1
corn,1
wurst,1
steak,6
condition,9
UnNatural,1
Selection,2
amusing,2
tongue-in-cheek,1
ranging,7
microscopic,1
modifier,2
alter,8
Family/Party,1
rampaging,1
panzers,1
Hitler,1
Reich,1
steamroll,1
virtually,1
unopposed,1
collide,2
capitulate,1
European,5
expansionist,1
tyrant,1
Luftwaffe,1
RAF,1
Atlantic,1
civilized,1
hangs,2
Battlecards,1
47,2
Arsenal,3
homeland,3
20-card,1
Starter,1
Sets,1
Taken,1
peril,2
robot,7
Zaxxon,5
legion,1
followers,3
belt,1
ward,1
1983,7
Bradleys,1
translate,3
Volunteer,1
Dangerous,1
executive,1
perilous,1
Maneuver,1
fortress,6
Fly,2
altitude,3
raising,6
lowering,4
3-dimensional,2
Zoom,1
blast,3
dogfights,1
quarters,1
retreat,1
Penetrate,1
radar,1
ROLLING,1
DIE,2
TIME,1
Reroll,1
Lower,6
ALWAYS,1
Higher,5
USING,1
SPINNER,1
directed,3
silos,1
gun,13
turrets,1
RED,1
spun,5
silo,4
CONTAINING,2
MISSILE,1
SILO,1
BLUE,1
turret,4
GUN,1
TURRET,1
Notice,1
See,7
Figures,1
5A,1
5B,1
WHITE,1
RESTART,1
ORDER,1
splitting,2
FIGHTER,1
PLANE,1
MOVES,1
Figure,2
Altitude,4
ONE,1
WIN,1
ABC,3
Detective,3
easy-to-play,1
mystery,7
25,23
investigation,5
guilty,1
dynamics,1
suspect,7
fray,1
season,6
Taco,1
