Word,Frequency
resorts,1
sporting,3
worrying,1
butterfly,1
announces,1
sidelong,1
glances,1
nod,3
confirmation,1
funding,2
suppliers,3
sufficient,5
chemicals,1
reining,1
Homo,1
sapiens,1
redefine,1
Mandalorian,3
tabletops,1
Navigating,1
Disney+,2
teach,3
Daring,1
Re-live,1
recognizable,3
personalized,1
Greef,1
Kargas,1
connections,2
emergency,5
repairs,1
IG-11,1
unleash,11
Mandalorians,1
lethal,5
arsenal,4
Live,3
Cooperation,2
intel,2
Beware,3
Bombastic,1
gambits,2
tantalizing,1
unleashing,4
Others,1
Motives,1
wary,2
once-trusted,1
teammates,9
CrossFire,2
Organization,2
Company-Level,1
WW-II,1
Emphasis,1
Crossfire,5
loosely,2
sequential,2
distances,6
measurement,1
breathlessly,1
situations,12
amazingly,4
orientated,1
1:01,3
Available,3
Hit,2
Dirt,1
Fire,16
April,12
reeling,2
near-fatal,1
hopes,7
flush,1
walk-over,1
tenacity,2
lousy,2
Defensive-minded,1
happiest,1
temperaments,1
torque,1
3.5-mile,1
3.5-day,1
battlesMarket-Garden,1
Hrtgen,1
Nordwind,2
Remagen,1
etc.have,1
ebb,3
overdue,1
14th,3
Shortages,1
Arty,1
Ammo,1
Stockpiles,1
Couriers,1
Dambuster,3
Raids,1
58,2
overhead,4
crossings,4
distilled,2
blown,1
repaired,1
pontoons,1
emplaced,1
Background,5
switch,3
barrages,2
sweeps,2
Ruhr,6
Saar,1
clearing,2
Antwerp,4
Broadfront,1
restrictions,5
usage,1
Wacht,3
Rhein,3
Kampfgruppen,1
plethora,3
monster-sized,1
44x66-inch,1
"1,000",2
9-turn,1
Bradley,5
Trumpets,1
Endkampf,1
X,8
64,1
Mordred,1
unscrupulous,1
Merlin,2
Sector,2
newcomers,4
impounded,1
confined,1
detention,1
cyborg,2
guards,2
faulty,1
replicators,1
killer,11
organisms,1
storybook,6
Divine,2
Comedy,1
poet,1
Dante,3
Alighieri,1
Beatrice,1
Guided,1
circles,5
witnessing,1
sinner,2
eternally,1
horrifying,3
sin,3
Inferno,7
sinners,1
displaying,1
registry,2
adopting,1
street,5
urchin,1
inviting,1
Exposing,1
everyones,2
supplied,7
descent,2
Purgatory,1
deemed,1
untrustworthy,1
tomb,1
archaeologists,1
delve,5
pyramids,1
dodging,1
swathes,1
Pharaoh,1
curse,2
Arkeis,1
tombs,1
altered,3
cursed,3
traumas,1
Arkeiss,1
Azul,3
decorate,1
wasted,1
harm,3
Chocolatier,1
blank,4
modifies,2
putting,12
modeled,4
chocolates,1
treats,2
despite,6
inedible,1
MBT,6
modeling,3
GSFG,1
CGF,1
1987,2
M1,2
Abrams,4
105mm,1
120mm,1
T-80s,1
T-72s,1
T-64s,1
T-62,1
T-55,1
M60A3s,1
sprinkled,2
inventory,1
IFVs,1
CFVs,1
BMP,1
"1,2s",1
3s,1
M113A2s,1
BTRs,1
MT-LBs,1
abundance,5
M47,1
M72,1
LAW,1
AT-7,1
AT-4,1
Spigot,1
RPG,11
weeds,2
nose-to-nose,1
BAOR,1
FRG,1
4CMBG,1
ATGMs,1
TOW,1
gun,6
AT-11,1
Sniper,3
AT-8,1
Songster,1
ERA,1
thermal,1
images,1
image,7
intensifiers,1
ICM,1
laser-guided,1
AH-64A,2
Apache,2
Mi-24P,2
Hind-F,2
A-10A,2
Warthog,1
SU-25,1
Frogfoot,2
missile,3
gun-armed,1
Batteries,2
M106A2,1
M113A2,1
M125A2,1
M150,1
M163A1,1
PIVADS,1
M1A1,1
M1IP,1
M2A1,1
IFV,1
M3A1,1
CFV,1
M48,1
Chaparral,1
M551,1
Sheridan,1
M60,1
AVLB,2
M60A3,1
M901,1
ITV,1
M981,1
FISTV,1
M998,1
fliers,5
Thunderbolt,1
AH-1F,1
Cobra,3
F-16C,1
Falcon,2
OH-58C,1
Um-12A2,1
OH-58D,1
UH-1H,1
UH-60A,1
2S1,1
2S3,1
9K22,1
Tunguska,2
9K31,1
9K35,1
ACRV,1
BMP-1,1
BMP-2,1
BMP-3,1
BRDM-2,2
ATGM,1
BRM-1,1
BTR-70,1
BTR-80,1
MT-55A,1
MT-LB,1
NSV,1
HMG,1
SPG-9,1
T-55M,1
T-62MV,1
T-64BV,1
T-72AV,1
T-72BA,1
T-80BV,1
T-80U,1
ZSU-23-4,1
Mi-2,1
Mi-24V,1
Hind-E,1
Mi-8,1
MiG-27,1
Flogger-J,1
Su-25,1
Rulebooks,1
Similar,7
RED,6
WHITE,6
Estonia,1
Latvia,1
Lithuania,1
Belarus,1
Makhno,2
Transcaucasia,1
Asktrakhan,1
Khiva,1
Turkistan,1
USA,9
trade-offs,1
expending,2
expense,4
traction,1
withdrawing,1
counter-attacking,2
multi-space,1
thwarting,1
capitalizing,1
55,8
220,5
ToC,1
rebuild/repair,1
In-Fighting,1
boats,8
barges,1
miners,1
allowance,1
dividing,3
timed,2
retracted,1
Metal,11
Program,2
VASSAL,2
Re-implemented,2
Conqute,1
Planete,1
Plateau,1
Modulaire,1
Microbadges,2
Plante,1
indie,1
Stardew,1
mixes,1
hides,2
optimization,2
sprinklers,1
harvester,1
barns,1
discussion/rating,4
product,9
Versions,4
official,7
planeswalkera,1
planeswalkers,1
grandfather,2
CCG,5
categorized,1
uncommon,1
mythic,3
prior,10
"25,000",1
list,15
reactive,1
traditionally,2
casual,4
Villainous,7
Wicked,3
Disney,8
Hades,3
Hercules,1
Facilier,1
Princess,7
Frog,4
refills,2
fifth,9
two-team,1
mid-August,3
1120,1
Various,6
Stukas,1
Sturmoviks,1
NKVD,1
tailor,2
lengthy,1
context,1
HQs,1
overruns,2
Veteran,5
Learning,3
illustrate,1
sector,14
regardless,2
sound,2
struggled,5
befell,1
1941/42,1
cleared,2
over-committed,1
testers,1
Azov,1
untouched,2
Bend,1
11th,2
headway,1
Romanian,1
overwhelmed,5
reverse,1
Kremlin,2
Sumy,2
lend,1
wonderfully,1
qualifies,1
Handled,1
timely,2
trite,1
declare,8
reassembled,1
hard-luck,1
starvation,4
desperation,1
gateway,1
oilfields,1
vitally,1
ditch,1
pause,2
expend,3
full-size,1
1882,3
CANADIAN,1
PACIFIC,1
RAILROAD,1
Assiniboia,2
Alberta,1
Saskatchewan,1
hotbed,1
prospector,1
speculation,1
colonizing,1
Prairies,1
capitalization,1
Shatterpoint,1
Ahsoka,1
Tano,1
Bo-Katan,1
Kryze,1
Maul,5
loyalist,1
commandos,4
Chastise,3
nineteen,1
617,3
headed,4
dams,23
reservoirs,2
feeding,2
Germanys,1
aeronautical,1
engineer,1
Barnes,1
Wallis,2
dependant,1
stores,3
accomplished,9
OFFER,1
MEANS,1
RENDERING,1
ENEMY,1
UTTERLY,1
INCAPABLE,1
CONTINUING,1
PROSECUTE,1
Lancasters,5
codenamed,2
Upkeep,4
petrol,1
barrel,1
painstakingly,3
engineered,1
cushioned,1
volatile,1
bounce,2
kiss,1
lip,2
dam,12
backspin,1
hug,2
ricochet,1
supposed,4
depth-charge,1
detonating,1
halfway,1
concussion,1
targets,15
Mhne,3
Eder,2
breached,5
torrent,2
1200,1
Measured,2
casualty,4
disruption,2
electrical,4
reservoir,4
nonetheless,2
617s,2
Ahead,1
breaching,1
invisible,2
endure,2
organize,7
subordinates,3
subordinate,2
Detail,1
bomber,13
aircrew,3
crewman,1
decorations,4
imparting,2
characteristic,5
requisition,4
Erks,1
Thats,2
transfer,4
barmaid,1
measure,4
transferring,1
Scampton,2
airbase,1
quarantining,1
altogether,1
Reconnaissance,2
survey,2
tipping,1
juiciest,1
defended,6
hoping,7
Training,2
exceptionally,1
altitude,11
impose,1
crashing,4
valves,2
ticking,3
Blotter,2
top-turret,1
weight,2
bouncing,3
bomb,11
ducks,2
Nightfighters,2
VHF,1
radio,4
installed,1
fitted,1
Dann,1
bombsight,1
Aldis,1
spotlights,2
rigged,1
judge,3
angle,3
codename,1
pull-up,1
circling,1
sweet,1
requisitioning,1
aircrews,1
Veterans,3
tend,2
losing,16
exhausting,2
Cochrane,1
explained,5
Wing,13
urgency,3
havent,2
garnering,2
devise,3
unlikely,6
stopping,1
launching,6
flak,4
searchlights,2
water-level,1
tip,2
compromised,2
Gibson,1
boys,1
tell,8
organizes,1
assigning,3
arming,1
poles,1
flew,2
cables,1
nightfighters,6
Navigation,4
pays,2
undefended,1
prime,2
striving,5
jumped,1
prolonged,3
motivating,1
promptly,1
resolves,3
conducts,4
morning-after,1
verifying,1
inflicted,3
weakened,3
conversely,3
reports,3
exuberant,1
exaggerated,1
isolating,2
program-fashion,1
undertake,4
encompassing,4
Jeremy,1
Lennert,1
fully-cooperative,1
hatch,2
withstand,6
necromancer,1
Strategize,2
Zimbabwe,6
heritage,3
Far,8
denied,1
Splotter,1
liberties,1
blessing,1
ritual,3
honour,1
flavour,1
Mutapa,3
struts,1
herding,1
Oondabezitha,1
addresses,1
heads,4
ceremony,2
tonight,2
shrink,1
stature,1
speaks,1
ascending,1
Soon,2
praying,1
Obatala,1
murmurs,1
Kilwa,1
godless,1
sky-high,1
resort,3
thunder,1
torrential,2
scramble,4
wet,1
logistico-economic,1
Buying,5
worshipping,1
'The,2
worship,1
turn-order,1
Pandora,1
notorious,1
escaped,2
Horrified,3
Monsters,12
avatars,3
re-capture,1
Cerberus,1
Chimera,2
Statue,2
Underworld,2
Door,1
Labyrinth,1
uncovering,4
lair,3
flipped,7
hideout,2
war-games,1
1941-42,2
Impulse,1
varies,2
dynamics,7
'turn,1
dime,1
Blockits,2
Juanito,1
roll-and-write,4
rows,2
complicate,1
9000,1
windmills,4
dot,1
purpose-built,1
dry,4
lowlands,1
polders,2
tulipsthe,1
turbulent,5
bubble,1
Bloemen,2
Route,6
Flower,2
Windmill,2
tulip,2
bulbs,1
vendors,3
competitors,5
envy,3
wheels,3
windmill,1
Enhance,1
enhancements,5
tulips,1
lightweight,1
action-selection,1
lovely,1
Chadwicks,1
ETO,3
Thunder,4
"10-15,000",1
Latin,6
Corpus,1
"25-50,000",1
"75,000",1
inclement,1
Famers,1
Darwin,1
Kastle,1
218,2
Co-designer,1
Trading,5
Bases,7
Ally,3
designated,5
Outposts,2
focusing,8
neednt,1
agonize,1
YEDO,2
Yedo,4
Tea,3
Specialists,1
Disciples,1
1605,1
Hidetada,1
Tokugawa,9
father,5
Shogun,7
a.k.a,4
marks,3
Shogunate,2
Period,1
1868,1
curry,1
indispensable,1
kidnap,1
oppose,3
Elders,1
mainly,8
outfox,1
shame,1
painful,2
disgrace,3
kickstarter,1
mail,1
tube,1
7.3kg,1
Dynasty,1
206,2
governance,1
decline,3
corrupt,6
eunuchs,1
officials,2
levied,1
taxes,3
peasants,5
culminated,2
Yellow,5
Turban,2
Zhang,1
Jiao,1
Ling,2
168-189,1
administrative,2
sever,1
ties,3
annexed,1
emergence,2
blocs,1
Wu,4
Shu,4
tripartite,1
Cao,3
Jian,1
Liu,1
Bei,1
manpower,6
lord,4
whilst,5
guarding,2
rebellious,3
Managing,1
Understand,1
re-unifying,1
popularity,2
rank,10
tributes,1
vassals,3
Hill/MMP,2
harken,3
graphical,3
extensively,5
Lifetime,1
Snake,3
Gap/Resaca,1
5/9/1864,1
Beginners,1
Blocked,3
5/8-5/10/1864,1
Hypothetical,2
McPherson,2
outflank,3
Resaca,3
5/14/1864,1
reinforces,1
Dalton,3
Oostanaula,1
Etowah,1
5/17-5/23/1864,1
Sweeping,1
aborted,1
Cassville,2
5/19-5/22/1864,1
aborts,1
Hole,1
5/25-5/28/1864,1
Dallas,1
Church,4
Pickett,1
Mill,1
Kennesaw,3
6-22-6/27,1
Kolbs,1
Chattahoochee,3
7/3-7/8/1864,1
breaches,1
fords,2
7/20-7/22/1864,1
CSA,1
Peachtree,1
Bald,1
beaten,4
7/28/1864,1
Howard,6
commanding,10
Wheeler,2
8/10-8/15,1
disrupt,8
#NAME?,1
Kilpatrick,2
8/18-8/22/1864,1
Lovejoy,1
Marching,1
Tara,3
28-Aug,1
9/1/1864,1
RR,2
fictional,6
plantation,1
Gone,3
Jonesboro,2
31-Aug,1
9/2/1864,1
consolidation,1
Lovejoys,1
May-July,2
1864,35
Real,1
July-Sept.,1
maneuvering,6
May-Sept,1
linking,4
Hardest,1
Knocks,2
Sept,4
Alternative,1
setups,6
startup,1
Without,6
Habitation,1
Oct,1
Shermans,1
AIO,1
96,5
gazetteer,3
preview,1
280-piece,2
Development,6
Ed,3
Belles,2
Withers,3
M.,6
Balkoski,3
Artwork,3
Graphics,4
Nicols,1
Eskubi,2
Oath,3
bolstering,3
ruin,6
ripple,1
altering,5
seizes,1
courting,2
anarchy,3
distrust,2
petty,3
warlord,2
crushed,2
fancy,1
app-assisted,1
gimmicks,1
fully-featured,1
Saturday,2
game-night,1
narratives,1
embedded,1
helped,4
Govern,1
Discovery,4
Reformation,1
Absolutism,1
Revolutions,1
spanning,3
Lift,1
slumber,1
Universalis,1
machinery,4
far-away,1
monarch,3
outshine,1
explored,8
Paradox,1
Interactive,2
grandness,1
Dvid,3
Turczi,3
Underwater,2
30-45,2
nominated,3
overpopulation,1
livable,1
Ideally,2
slot,2
intake,2
domes,1
desalination,1
devices,6
laboratories,1
A-cards,1
Kalia,1
BelCor,2
cyber-agent,1
didnt,3
cared,1
ordinary,5
badge,1
neighborhood,5
stripped,1
cybernetic,4
implants,4
doesnt,2
pet,1
Cyber-Raven,1
Super-senses,1
tomograph,1
talking,2
cyber,1
zapper,1
neutralize,1
stuff,4
android,2
Whos,1
hiding,2
cyberspace,1
detectives,9
leap,1
androids,1
indistinguishable,1
norm,1
Artificial,3
daily,2
Cyberspace,1
gargantuan,2
translucent,3
Dome,1
privileged,1
Uneven,1
inequalities,1
violence,4
epidemics,1
extremist,1
gangs,3
Agemonia,2
brimming,2
experiencing,2
upheaval,1
tidal,1
surges,3
driving,8
resurgence,2
shadowy,3
despicable,1
unforgettable,1
surroundings,2
spawn,6
Agility,2
Stamina,6
wound,3
meditating,1
stamina,8
Melee,2
fixed,7
wounded,5
inflict,1
Bleeding,1
Entangled,1
subtitled,3
multi-impulse,1
echeloning,1
Yugoslavia,7
mateable,1
Scandinavia,3
Balkans,4
Straits,1
Gulf,2
flourishing,3
contraption,1
Yes,2
plentifully,1
Daitoshi,1
magnate,1
greatness,2
acknowledgement,1
electrify,1
faraway,2
mega-machine,1
dried,1
generosity,2
displaced,1
suggest,1
Ykai,1
fairy,2
reforestation,1
pro,7
yearbooks,2
drafts,3
sim,2
PLAAY.com,1
visual,4
ball-handlers,1
reasonably,2
ratings,4
fringe,1
Rats,2
Wistar,3
lab,1
deserving,1
pantry,1
appetizing,1
exploiting,2
Wood,1
beds,2
mice,2
welcome,3
Alchemist,1
excavation,1
Inventions,1
Achievements,2
furthest,2
affiliated,2
authorized,1
endorsed,1
officially,2
Institute,2
Anatomy,1
Biology,1
Nova,9
Aetas,6
Venice,3
1500s,1
Inspired,6
'Final,1
'Tactics,1
Ogre,4
Intelligence,2
captivate,1
immersing,2
charming,1
Caterina,1
Sforza,1
imaginary,2
Vincenzo,1
Valerio,1
Rebecca,1
Sofia,1
shattered,7
lurks,3
Fatal,1
sneaky,1
cold-blooded,1
MicroMacro,2
convict,3
perpetrators,1
attentive,1
Showdown,2
ruler,8
evergreens,2
Dominion,15
fiefs,2
freeholds,2
feodums,2
verging,2
uniting,2
banner,5
monarchs,5
unclaimed,2
spruce,2
coffers,2
grandparents,2
mother,3
delighted,2
500,4
playleading,2
seventh,7
Update,3
rewritten,2
mild,1
Moneylender,1
rephrased,1
functionally,1
owners,6
repurchase,1
virulent,1
diseases,7
disease-fighting,1
disease,3
hotspots,1
researching,4
cures,2
plagues,1
populaces,1
cure,3
Epidemic,1
accelerate,3
intensify,1
activity,15
infections,1
Taking,4
mesh,2
Expert,3
fivebut,1
elapses,1
charactersthe,1
Contingency,2
Planner,1
Quarantine,1
Specialistnot,1
2GM,3
Theatre,1
army-building,1
fulfills,2
Deploy,4
optimize,4
Philippines,4
Guadalcanal,7
disembark,1
Tarawa,3
Jungle,2
Saipan,2
Iwo,2
Jima,2
gruesome,1
Okinawa,2
espaol,1
spanish,1
tablero,3
tipo,1
permite,1
recrear,2
batallas,2
naciones,1
Estados,1
Unidos,1
Teatro,1
Operaciones,1
Pacfico,2
Segunda,1
Guerra,2
Mundial,1
Se,2
trata,1
expansin,1
autojugable,1
necesita,1
ediciones,1
poder,2
jugar,1
Todos,1
componentes,1
reglamentos,1
modo,1
solitario,1
ilustraciones,1
marcadores,2
sido,1
revisados,1
renovados,1
Es,3
fuerte,1
componente,1
configuracin,1
donde,2
representan,1
unidades,2
diversas,2
acciones,1
campo,1
batalla,3
combatir,1
turnos,1
hasta,2
cumplir,1
condiciones,1
victoria,1
desplegarn,1
sobre,1
personalizarn,1
equipo,1
adicional,1
generales,1
debern,1
aprovechar,1
recursos,5
ofrece,1
nacin,1
utilizar,1
terreno,1
derrotar,1
sus,1
enemigos,1
incluye,1
inmersivo,1
Libro,1
Campaas,1
Escenarios,1
Histricos,1
permiten,1
defiende,1
isla,1
Filipinas,2
ataque,1
nipn,1
desembarca,1
adntrate,1
selvas,1
Saipn,1
reconquista,1
sobrevive,1
lucha,1
cruentas,1
Summoner,5
fast-playing,12
Summoners,2
harness,6
Summoning,1
Stones,2
war-torn,3
Itharia,1
rains,1
notoriously,1
never-ending,2
akin,3
SW,2
summoner,1
blending,1
Phoenix,3
Elves/Fallen,1
Filth,1
Filth/Cave,1
Tundra,1
Dwarves/Tundra,1
Swamp,5
Mercenaries,2
Orcs/Mercs,1
Vargath,1
Vanguard,1
Vanguard/Vargath,1
Cloaks,1
Cloaks/Sand,1
Benders,1
Dwarves/Benders,1
Elves/Jungle,1
Lunchtime,1
Horn,3
1974,2
life-or-death,1
suddenly,4
Haile,1
Selassie,1
Ethiopia,1
bedrock,1
grown,2
dictatorial,1
overthrown,2
Marxist,1
coalition,6
reins,2
initiated,3
upset,3
playtime,1
TS,1
Tiletum,2
Flanders,3
coats,1
services,5
dual,2
inversely,1
proportional,1
startups,1
PNW,2
laying,5
groundwork,1
Giants,2
Simon,1
Cutforth,1
auction,11
1822PNW,2
regionally,1
lumbera,1
regionthat,1
E-trains,1
7-train,1
'22,1
merger,4
mirrors,1
staked,1
genre-defining,1
Trail,13
Argentina,12
estancia,1
Pampas,2
Buenos,2
Aires,2
cows,3
shortcuts,2
herd,8
Sure,1
forfeit,1
unaware,2
Pedro,2
Supershow,7
wrestling,6
UCG,1
Unpredictable,1
Finish,3
Follow-up,1
three-count,1
high-energy,1
simplicity,3
three-way,1
four-way,1
tag,3
tornado,1
stipulations,1
cage,2
90+,1
Championship,3
GenCon,1
year-round,1
bragging,1
founders,3
SRG,1
life-long,1
Eternity,2
Boost,1
graveyard,3
1,1
fairness,1
skill-based,1
clashes,5
Marco,3
Polo,1
Nomonhan,1
Midway,3
Leyte,2
firestorms,1
Hiroshima,1
Nagasaki,1
adapts,1
DS,1
hakko,1
ichiu,1
Trotsky,1
Lenin,1
revolutions,1
Bolshevik,1
Eagle,7
Polish-Soviet,1
1919-1920,1
bluff,2
mislead,1
misdirect,2
concealed,1
resolution.,1
1920,2
simplify,2
crosses,1
subdivided,2
Replenish,1
Forced,1
Marches,1
manouver,1
guesswork,1
anticipation,2
uppermost,2
lowermost,1
Stike,1
Garrison,1
ha-ploh-ma-kuss,1
Hoplo,1
city/civilization,1
doorstep,3
Eliminate,1
defenseless,1
gladiators,1
assisting,2
tactic,4
Defend,3
champ,2
tacticians,2
G.I,3
JOE,3
Deck-Building,2
meager,1
JOEs,1
Catharsis,1
corruptions,1
Moreover,4
creeping,1
excited,3
Shell,1
Teenage,1
Turtles,2
Change,3
Constant,3
scenario-driven,1
retelling,2
IDW,3
4vs1,1
AI-controlled,1
30-120,1
#NAME?,1
arcs,2
TMNT,1
turtle,1
Foot,2
sprawling,3
rendition,1
riverine,1
seaboard,1
Texas,3
four-month,1
indefinite,2
pulses,1
Troops,3
escorting,3
Theaters,4
Pulses,2
Trans-Mississippi,1
prioritize,4
tertiary,1
designations,2
degree,8
foresight,3
Higher,2
allocations,1
consolidating,1
sacking,1
unwanted,3
CP,11
theaters,6
allotment,1
discretionary,1
Pulse,2
roller,2
muster,7
inew,1
promoted,2
likelihood,2
rises,4
certainty,1
fashion,9
prominence,1
Presidents,1
Davis,5
absolute,4
Assigning,1
permitted,2
preferably,2
capable,8
economical,1
Lower,2
commanded,3
counterpart,1
elaborate,2
chrome-laden,1
raiding,6
D.C,1
checked,2
1865,2
definitive,3
lack,9
patience,1
dreadful,1
520,1
Ultimate,3
Werewolf,4
Extreme,5
25-Mar,1
deceive,2
sorts,3
moderator,7
reworks,1
scanning,1
micro,1
QR,3
frequency,1
considerations,1
role-balancing,1
werewolves,2
Lycans,1
nominees,1
celebrations,2
judges,1
Enough,1
moderating,2
configuration,4
user-set,1
scans,1
bookkeeping,5
breeze,1
Touch,5
Supernatural,2
fiendish,3
dashing,1
high-adventure,1
monster-hunting,1
foothold,4
investigating,2
Heros,2
Competitively,1
Cooperatively,1
Stake,1
Tri-corn,1
Hat,1
supernatural,7
EPIC,1
Spectral,1
Horseman,1
Horseman-themed,1
Web,1
Collectors,1
re-mastered,1
soundtrack,1
songs,3
gothic,3
ATOE,1
Dien,5
Bien,5
Phu,5
Final,4
Gamble,2
1954,1
Indochina,1
repercussions,2
Viet,14
Minh,14
communist/nationalist,1
marginal,1
surrendering,1
submap,2
Isabelle,2
strongpoints,1
female,4
Castries,1
mistresses,1
divisional,1
trenches,6
winding,1
paras,1
Algeria,2
Morocco,1
Foreign,4
outright,3
mustered,2
battalion,5
consisted,1
mortar,4
platoons,1
Waiting,1
Hanoi,3
march,10
Supplies,2
wished,2
spares,1
medicine,1
abort,3
ammunition,5
concern,2
diluting,1
assaulting,4
rendered,6
useless,3
bombardment,4
Losses,2
shaken,3
Targets,3
Defending,1
attacker,7
off-board,2
mountainsides,1
die-rolls,2
inflicting,3
die-roll,1
Providing,1
etc.,1
shaping,2
Kim,1
Kanger,1
Warp,4
6-May,1
cataclysms,1
forsaken,2
Yortar,1
exiled,3
allegiances,1
playstyle,2
card/resource,1
bribing,1
2vs2,1
2vs2vs2,1
celebrates,1
theater-level,2
Larry,1
Harris,5
Bombers,5
Australia,4
ANZAC,3
expansionist,1
measures,4
89,3
81,5
450,1
raises,1
kamikaze,1
feet,5
178,2
Integrates,5
ASL,16
Module,12
PTO,5
ASLSK,4
lineup,1
expands,8
Kits,2
atolls,1
step-reducing,1
Banzai,2
concealment,1
hand-to-hand,1
islands,6
China-Burma-India,1
Myitkiyina,1
Luzon,1
2400s,1
terraform,7
sponsored,1
initiate,2
Terraforming,3
commendable,1
Projects,2
complement,1
Terraform,2
MegaCredits,1
Titanium,1
greenery,2
Milestones,1
privately,2
Milestone,1
converting,6
rating,6
corporation,2
runholder,1
owner,7
Recent,2
prosper,4
diversifying,1
breeds,2
arisen,2
laborers,2
666,2
airstrike,1
obstacle,1
Bikes,1
Trikes,1
Buggies,1
Cars,3
vehicle,4
throttle,1
post-apoc,1
statlines,1
scenery,2
ramming,1
sideswiping,1
Nitros,1
Slicks,1
Smoke,3
Screens,1
Hammerhal,8
Azyrheim,1
God-King,1
Sigmars,1
faith,4
poverty,3
gleaming,1
spires,1
Goldenpath,1
mist-shrouded,2
vineways,1
Ghyra-un-Tyr,1
marvels,2
witness,2
splendour,1
circumstance,1
nullify,1
Lord-Castellant,2
Arvios,1
Sunhelm,1
Gryph-hound,2
Archimaine,1
Cogsmith,2
Golnir,1
Coalbeard,1
Loremaster,2
Alnaryn,1
Fleetmaster,2
Vizrin,1
Kyre,1
Redomir,1
vile,4
gamemaster,2
Cinderfall,1
shops,3
delights,1
Silver,4
Speaking,2
Putrid,1
Blightkings,1
Kairic,1
Acolytes,1
Bloodreavers,1
72-page,1
guidebook,1
Commands,14
Medieval,5
Superior,1
Heavy,7
Bow,1
Parthian,1
evade,3
Still,3
stylized,4
Chiliarchy,1
conform,4
remarkably,4
showcased,3
Byzantine,3
530,1
627,1
slight,1
detour,1
rebel,1
645,1
648,1
reorganization,1
tended,1
mirror,1
deploying,7
Cataphracts,1
Byzantines,2
chief,3
longevity,1
Visigoths,1
Vandals,2
Ostrogoths,1
Franks,1
Alemanni,1
forthcoming,2
Terra,12
Mystica,9
dwell,2
environments,4
governs,2
subtlety,1
cults,1
Different,6
Dwellings,2
Strongholds,2
seafaring,1
sanctuary,7
Fakirs,1
Plains,4
Halflings,1
Alchemists,5
Darklings,1
Mermaids,1
Swarmlings,1
Witches,4
Auren,1
Magicians,1
Proximity,2
double-edged,2
buyer,1
seller,1
buys,2
broker,1
ed,1
Phil,1
Eklund,1
Rocket,1
1999,3
spacefaring,2
enthusiasts,5
farther,2
Diamonds,1
delta-v,1
Sol,2
consultation,2
author,3
exploration/exploitation,1
Transition,1
BIOS,1
Hard,5
Police,4
Department,1
Zero,7
rainy,1
neon-lit,1
Stop,3
synth,1
music,15
Chevrolet,1
metropolis,1
re-playable,1
crawler,6
retro,1
B-class,1
1918-1921,1
DELUXE,3
EDITION,3
wherein,5
reactionary,1
toppling,2
Romanov,1
totalitarian,2
brutality,1
Belligerents,1
republics,2
anarchist,1
adherents,1
regime,3
contingents,2
overt,1
Revolutionaries,2
gaggle,1
enlarged,4
Trans,1
Siberian,3
Vladivostok,2
angst,2
fractions,1
enact,3
sine,1
qua,1
non,1
Heres,1
whats,4
bundle,1
Dockter,2
Artists,1
Tim,2
Schleif,1
Terry,1
Leeds,1
D.B,1
v1,1
angst/decision,1
Significant,1
learnings,1
gut,1
wrenching,1
Invited,1
SRs,2
buffer,1
nail-biting,4
ex,2
Kolchak,1
drug,3
Mai-Mavesky,1
debauchery,1
unreliable,1
Far-East,1
clunky,1
tweaks,3
reflective,1
Infighting,1
impacts,4
in-fighting,1
Nips,1
tucks,1
Doubled,1
tired/old,1
Trans-Siberian,1
Bigger,2
informational,1
factionsforce,1
providedsummaries,1
mechanics/combat,1
abbreviations,1
v1.0,1
Harmonies,1
habitats,6
megami,4
goddesses,7
keyword,3
empowers,3
flare,3
normally,8
0,1
languages,1
wicked,2
embossed,1
lightning-bolt-shaped,1
Mafayon,1
KoT,1
IV,4
Prague,15
oversees,2
Vltava,1
university,2
Praga,1
Caput,1
Regni,1
wealthy,3
joining,2
crane,1
weighted,1
St.,6
Vitus,1
Cathedral,6
civic,3
impressed,1
Longstreet,2
Sickles,5
Hoods,9
McLaws,1
assisted,2
Andersons,1
A.P,1
Hills,1
regimental-scale,1
Blind,6
FOWs,3
fog-of-war,4
friction-of-war,2
fortunes-of-war,2
counted,6
UNITS,2
equaling,1
Cohesion,3
HIGHLIGHTS,1
four-D6,1
differently-colored,1
tangible,1
enemys,3
Maneuver,2
Rally,9
Chit-Pull,1
reside,1
dependent,4
discards,2
CIC,1
Chit,3
pre-selected,2
assured,1
Examples,2
Yell,1
withdrawals,1
Fortunes,2
elevations,1
slopes,1
swamps,8
orchards,2
Tops,1
Whirlpool,1
contested,4
Wheatfield,1
Houck,1
Peach,2
4:20,1
7:20pm,1
Emmitsburg,1
Cemetery,1
5:40,1
8:20,2
PM,1
Hammerin,1
4:00,1
pm,1
Stays,1
Put,1
Meade,7
Rick,5
Barber,4
Mahaffey,4
Behold,3
Necromolds,3
Banned,1
banished,2
golem,4
Necromold,1
clay,6
smashed,2
Mold,1
'em,5
mold,1
Smash,1
smashing,2
caster,1
Recast,1
Leave,1
magician,2
Smashed,1
bugs,1
mini-monstrosities,1
Paint,2
dries,1
unsightly,1
ADCs,1
duplicates,3
surfaces,1
play-aid,1
playa,1
incorporated,7
Much,3
throws,6
target-board,2
Catacombs,1
Gloomy,1
Ghosts,5
necropolis,1
fast-rolling,1
d12,1
slice-based,1
spooky,1
Professional,1
fiends,1
spots,4
Hold,7
